ID,age,job_id,id_marital,id_education,default,balance,housing,loan,id_contact,day,month,duration,campaign,pdays,previous,id_poutcome,target
2224,42,4,D,S,no,47,yes,yes,U,8,may,141,1,-1,0,U,no
2225,46,3,S,T,no,2154,yes,no,C,21,jul,87,4,-1,0,U,no
2226,31,5,S,T,no,96,no,no,C,5,feb,577,1,-1,0,U,no
2227,39,7,M,T,no,83,yes,no,C,11,jul,193,2,-1,0,U,no
2228,34,3,S,T,no,6766,no,no,C,28,aug,210,5,-1,0,U,no
2229,47,6,M,S,no,3973,no,no,C,6,aug,732,2,-1,0,U,no
2230,42,2,D,S,no,372,yes,yes,U,6,may,121,2,-1,0,U,no
2231,48,4,S,S,no,-552,no,yes,C,21,nov,150,2,-1,0,U,no
2232,30,5,S,T,no,48,no,no,C,21,nov,140,1,-1,0,U,no
2233,38,6,M,S,no,7696,yes,no,C,20,nov,386,2,-1,0,U,no
2234,24,2,M,S,no,4500,yes,no,C,11,may,733,2,-1,0,U,yes
2235,34,6,M,S,no,1,yes,no,C,19,nov,108,1,-1,0,U,no
2236,46,3,S,T,no,46,no,yes,C,17,nov,80,1,152,1,F,no
2237,32,8,D,S,yes,-18,yes,no,U,12,may,155,3,-1,0,U,no
2238,46,2,M,S,no,451,yes,yes,C,13,may,389,4,-1,0,U,no
2239,26,5,M,T,no,479,yes,no,C,9,feb,133,3,-1,0,U,no
2240,42,4,M,S,no,0,yes,no,C,21,nov,328,6,-1,0,U,no
2241,50,6,M,S,no,1130,yes,no,C,23,jul,119,2,-1,0,U,no
2242,41,4,M,P,no,389,yes,no,U,16,jun,87,6,-1,0,U,no
2243,34,8,S,S,no,10,no,yes,C,18,nov,162,1,173,3,F,no
2244,32,2,M,S,no,401,yes,no,U,15,may,294,2,-1,0,U,no
2245,58,10,S,T,no,145,yes,yes,C,16,jul,128,2,-1,0,U,no
2246,45,6,M,S,no,115,yes,no,C,6,may,108,1,-1,0,U,no
2247,28,8,S,S,no,89,yes,yes,C,6,feb,172,2,-1,0,U,no
2248,35,6,M,S,no,94,yes,yes,U,14,may,208,5,-1,0,U,no
2249,39,2,M,S,no,1438,yes,no,U,20,may,212,2,-1,0,U,no
2250,49,1,D,T,no,780,no,no,C,8,nov,148,1,871,2,F,no
2251,50,3,M,T,no,207,yes,no,C,4,feb,99,1,-1,0,U,no
2252,37,3,M,T,no,238,no,no,C,3,feb,185,1,92,1,S,yes
2253,45,4,M,P,no,2433,no,no,C,6,aug,133,2,-1,0,U,no
2254,30,10,S,S,no,1924,no,no,C,6,feb,170,1,-1,0,U,no
2255,48,1,M,T,no,-471,yes,no,U,19,may,668,7,-1,0,U,no
2256,36,3,S,T,no,1531,yes,no,C,8,may,81,3,170,1,F,no
2257,41,3,S,S,no,764,no,no,C,12,jun,230,2,-1,0,U,no
2258,55,4,M,S,no,383,no,no,U,5,may,287,1,-1,0,U,no
2259,70,11,M,P,no,3782,no,no,C,16,mar,618,1,-1,0,U,no
2260,41,3,M,T,no,326,yes,no,C,5,may,788,1,-1,0,U,yes
2261,47,2,D,S,no,691,no,no,C,6,feb,285,6,-1,0,U,no
2262,34,6,S,S,no,0,no,no,C,21,aug,163,2,-1,0,U,no
2263,33,3,S,T,no,99,no,no,C,8,jul,159,1,-1,0,U,no
2264,58,11,M,S,no,502,yes,no,C,12,may,197,2,370,3,F,no
2265,51,3,M,T,no,-15,no,no,C,25,jul,212,2,-1,0,U,no
2266,45,3,M,T,no,1929,yes,no,U,29,may,44,15,-1,0,U,no
2267,55,8,M,S,no,0,no,no,C,23,sep,180,2,238,3,S,no
2268,30,4,S,P,no,185,no,no,U,26,jun,11,1,-1,0,U,no
2269,33,3,S,S,no,-424,yes,no,U,26,may,863,1,-1,0,U,no
2270,27,2,S,S,no,0,yes,no,U,7,may,388,7,-1,0,U,no
2271,59,11,M,S,no,319,yes,no,U,5,may,143,3,-1,0,U,no
2272,34,3,S,T,no,171,yes,no,C,7,may,191,1,294,1,F,no
2273,47,6,D,T,no,-1148,yes,yes,U,27,may,62,2,-1,0,U,no
2274,44,4,M,P,no,-11,yes,no,U,9,may,13,1,-1,0,U,no
2275,35,8,S,S,no,0,yes,no,C,13,may,1073,1,-1,0,U,yes
2276,45,3,M,T,no,-206,yes,no,C,6,may,337,2,-1,0,U,no
2277,42,4,M,P,no,704,yes,yes,T,31,jul,88,10,-1,0,U,no
2278,38,6,M,S,no,1931,no,no,C,2,jun,167,1,298,10,O,no
2279,34,6,S,S,no,943,no,no,C,29,aug,96,4,-1,0,U,no
2280,35,6,M,S,no,327,yes,no,C,13,apr,537,3,-1,0,U,no
2281,29,3,S,S,no,-105,yes,no,U,27,may,5,3,-1,0,U,no
2282,58,11,M,S,no,983,no,no,C,5,aug,139,1,-1,0,U,no
2283,44,4,S,P,no,787,yes,no,U,30,may,570,2,-1,0,U,no
2284,45,7,M,T,no,0,yes,no,C,29,jul,100,3,-1,0,U,no
2285,43,4,M,S,no,3060,yes,no,U,15,may,253,2,-1,0,U,no
2286,44,2,M,S,no,5780,yes,no,C,1,apr,525,2,-1,0,U,no
2287,30,6,S,S,no,790,no,no,C,20,aug,696,3,-1,0,U,no
2288,38,1,M,T,no,1449,no,no,U,26,may,535,6,-1,0,U,no
2289,50,6,M,S,no,1412,no,no,C,6,aug,131,3,-1,0,U,no
2290,21,9,S,S,no,681,no,no,U,20,aug,6,1,-1,0,U,no
2291,38,7,M,T,no,228,yes,no,C,5,feb,105,1,-1,0,U,no
2292,42,8,M,S,no,0,no,no,U,19,jun,370,1,-1,0,U,no
2293,45,6,S,T,no,2087,no,no,C,29,aug,29,14,-1,0,U,no
2294,34,7,M,S,no,2,yes,yes,C,5,may,184,1,167,6,F,no
2295,48,6,M,S,no,197,no,yes,C,3,feb,47,2,222,3,O,no
2296,34,2,M,S,no,0,no,yes,U,2,jul,193,4,-1,0,U,no
2297,32,4,M,S,no,1905,yes,no,C,16,jul,709,2,-1,0,U,yes
2298,35,6,M,T,no,118,no,no,C,6,aug,358,2,-1,0,U,no
2299,39,7,M,T,no,2644,yes,no,U,20,may,253,1,-1,0,U,no
2300,36,5,M,T,no,16430,yes,no,U,6,jun,197,3,-1,0,U,no
2301,35,6,M,S,no,13,no,no,C,22,aug,94,2,-1,0,U,no
2302,57,2,D,S,no,14,no,yes,C,22,jul,445,2,-1,0,U,no
2303,28,6,S,S,no,769,yes,no,C,15,may,153,1,371,2,F,no
2304,43,8,M,U,no,3485,no,no,U,18,jun,113,1,-1,0,U,no
2305,57,3,M,S,no,139,no,no,C,17,aug,80,1,-1,0,U,no
2306,34,2,D,S,no,202,yes,no,U,15,may,318,1,-1,0,U,no
2307,36,6,M,T,no,6,yes,no,C,27,jan,100,1,435,1,F,no
2308,47,3,D,T,no,2515,no,no,U,20,jun,40,3,-1,0,U,no
2309,36,3,D,T,no,5195,yes,no,U,2,jun,55,25,-1,0,U,no
2310,33,3,M,T,no,2098,no,no,C,20,nov,67,1,-1,0,U,no
2311,57,3,M,T,no,320,no,no,C,7,aug,76,2,-1,0,U,no
2312,57,3,M,T,no,3431,yes,no,U,16,may,73,1,-1,0,U,no
2313,34,8,M,S,no,50,yes,no,U,20,may,89,2,-1,0,U,no
2314,51,10,D,T,no,370,yes,no,C,19,aug,109,3,-1,0,U,no
2315,54,4,D,P,no,-182,no,no,C,9,jul,98,1,-1,0,U,no
2316,52,5,S,T,no,1623,yes,no,U,5,jun,21,17,-1,0,U,no
2317,43,7,M,T,no,13342,yes,no,C,18,nov,465,1,-1,0,U,no
2318,58,11,S,P,no,6570,no,no,C,21,jul,106,3,-1,0,U,no
2319,53,8,M,S,no,225,yes,no,C,20,apr,304,1,340,1,F,no
2320,44,3,M,S,no,-665,no,no,C,30,jul,342,3,-1,0,U,no
2321,29,3,S,T,no,0,no,no,U,16,may,16,25,-1,0,U,no
2322,27,2,S,S,no,54,yes,no,U,28,may,543,2,-1,0,U,yes
2323,35,4,M,P,no,46,no,no,C,8,jul,338,3,-1,0,U,no
2324,40,5,M,S,no,2,no,no,C,22,aug,197,5,-1,0,U,no
2325,34,4,M,S,no,103,yes,yes,U,8,may,956,2,-1,0,U,no
2326,38,8,S,S,no,883,yes,no,C,12,may,95,1,327,9,O,no
2327,32,2,M,S,no,55,yes,no,U,15,may,546,9,-1,0,U,no
2328,41,8,M,S,no,8238,yes,yes,U,30,may,124,4,-1,0,U,no
2329,25,4,S,S,no,913,yes,no,C,7,jul,113,4,-1,0,U,no
2330,38,4,D,S,no,595,yes,no,C,7,may,245,3,-1,0,U,no
2331,26,6,S,S,no,7,yes,no,C,22,jul,188,2,-1,0,U,no
2332,37,6,S,T,no,1661,no,no,C,19,aug,199,5,-1,0,U,no
2333,30,3,M,T,no,102,yes,no,C,5,apr,470,7,426,3,O,yes
2334,36,2,M,S,no,338,no,no,U,14,may,90,1,-1,0,U,no
2335,33,3,M,S,no,3132,yes,no,U,23,may,350,5,-1,0,U,no
2336,33,8,S,T,no,490,yes,no,C,7,may,31,1,363,2,F,no
2337,35,3,M,T,no,2682,yes,no,C,9,jul,156,1,-1,0,U,no
2338,24,2,M,T,no,0,yes,no,U,27,may,299,1,-1,0,U,no
2339,29,1,M,S,no,596,no,no,C,30,jan,510,2,-1,0,U,no
2340,54,4,M,S,no,2059,yes,no,C,25,aug,177,4,-1,0,U,no
2341,27,8,M,S,no,132,no,no,C,13,oct,123,2,-1,0,U,no
2342,34,3,M,S,no,0,no,no,C,2,feb,270,1,-1,0,U,no
2343,39,4,M,P,no,385,yes,no,U,16,may,225,4,-1,0,U,no
2344,38,3,M,T,no,223,no,no,C,28,jan,63,1,-1,0,U,no
2345,37,3,M,T,no,0,yes,no,U,3,jun,247,13,-1,0,U,no
2346,26,2,S,S,no,512,yes,yes,C,30,jan,206,5,239,3,F,no
2347,36,7,M,T,no,1169,yes,no,U,6,may,168,2,-1,0,U,no
2348,35,3,S,T,no,71,yes,no,U,21,may,836,12,-1,0,U,no
2349,30,3,S,T,no,940,no,no,C,8,aug,131,2,-1,0,U,no
2350,25,6,S,S,no,-80,yes,yes,U,3,jun,89,1,-1,0,U,no
2351,34,6,M,S,no,0,yes,no,C,29,aug,116,4,-1,0,U,no
2352,52,12,M,U,no,1317,no,no,U,12,jun,58,1,-1,0,U,no
2353,39,8,M,S,no,179,no,no,U,6,sep,36,1,-1,0,U,no
2354,34,3,M,S,no,1007,yes,no,C,21,jul,240,2,-1,0,U,no
2355,34,3,S,S,no,0,no,no,C,22,aug,132,4,-1,0,U,no
2356,30,2,M,S,no,1286,yes,yes,C,17,jul,544,1,-1,0,U,no
2357,33,2,M,S,no,804,yes,yes,U,8,may,266,1,-1,0,U,no
2358,30,9,S,S,no,4,no,no,C,4,feb,443,2,-1,0,U,no
2359,51,4,M,P,no,0,yes,no,C,10,jul,324,1,-1,0,U,no
2360,36,2,S,S,no,417,yes,no,C,6,feb,15,10,207,3,F,no
2361,48,4,M,P,no,1678,no,no,C,28,jan,263,2,-1,0,U,no
2362,37,2,D,S,no,532,yes,no,U,11,jun,199,1,-1,0,U,no
2363,58,3,M,S,no,407,yes,no,C,29,jul,145,2,-1,0,U,no
2364,56,3,D,T,no,659,no,yes,C,2,jun,56,1,-1,0,U,no
2365,34,4,M,S,no,393,yes,no,C,5,may,11,9,-1,0,U,no
2366,33,8,D,S,no,661,yes,no,C,18,nov,411,1,173,2,O,no
2367,26,2,S,S,no,0,no,no,C,29,jul,165,23,-1,0,U,no
2368,40,3,S,U,no,838,yes,no,U,12,may,619,3,-1,0,U,no
2369,35,2,M,S,no,195,yes,no,C,17,apr,203,1,-1,0,U,no
2370,45,7,M,S,no,68,yes,no,U,7,may,254,1,-1,0,U,no
2371,37,6,S,S,no,-242,yes,no,C,13,aug,1149,6,-1,0,U,yes
2372,35,3,D,T,no,321,yes,no,U,9,may,189,1,-1,0,U,no
2373,43,2,S,S,no,3403,yes,no,C,12,nov,707,2,97,2,S,yes
2374,28,4,M,S,no,8,yes,no,C,15,may,196,1,-1,0,U,no
2375,32,4,D,S,no,739,yes,no,U,9,may,171,1,-1,0,U,no
2376,26,1,S,S,no,622,no,no,C,28,jan,1451,2,-1,0,U,yes
2377,35,2,M,S,no,152,yes,no,U,2,jun,563,1,-1,0,U,yes
2378,35,6,S,S,no,2,no,no,C,11,aug,239,4,-1,0,U,no
2379,39,4,M,S,no,1439,yes,no,T,28,jul,73,6,-1,0,U,no
2380,42,4,D,S,no,1491,yes,no,C,6,may,203,2,334,2,F,no
2381,32,6,S,S,no,6402,yes,no,C,6,may,158,1,167,1,S,no
2382,30,1,M,S,no,1210,no,no,C,9,jul,100,4,-1,0,U,no
2383,26,3,S,T,no,122,no,yes,C,8,jul,160,1,-1,0,U,no
2384,30,9,S,S,no,0,yes,no,C,19,nov,661,1,-1,0,U,no
2385,32,3,M,T,no,62,yes,no,C,14,may,166,1,-1,0,U,no
2386,47,2,M,S,no,3333,yes,yes,C,29,jul,114,2,-1,0,U,no
2387,33,6,M,T,no,16992,yes,no,U,29,may,58,1,-1,0,U,no
2388,57,4,M,P,no,23,yes,no,T,31,jul,25,8,-1,0,U,no
2389,35,8,M,S,no,0,yes,no,C,7,may,121,2,-1,0,U,no
2390,53,6,M,T,no,6072,no,yes,U,16,jun,226,4,-1,0,U,no
2391,24,11,S,S,no,366,no,yes,U,16,may,234,2,-1,0,U,no
2392,54,3,D,T,no,0,no,yes,C,10,jul,88,1,-1,0,U,no
2393,31,3,M,T,no,1343,yes,yes,U,21,may,85,1,-1,0,U,no
2394,41,7,M,S,no,2105,yes,no,C,18,nov,134,1,-1,0,U,no
2395,44,12,M,S,no,2319,no,no,C,4,aug,251,3,-1,0,U,no
2396,35,2,S,S,no,35,yes,no,C,14,may,152,1,-1,0,U,no
2397,30,3,M,T,no,877,no,no,C,13,aug,202,1,83,5,F,no
2398,43,4,S,P,no,30,yes,no,U,30,may,379,17,-1,0,U,no
2399,51,7,M,S,yes,-2082,no,yes,C,28,jul,123,6,-1,0,U,no
2400,60,11,M,S,no,89,no,no,C,30,apr,156,2,-1,0,U,no
2401,43,5,M,S,no,104,no,no,U,17,jun,332,1,-1,0,U,no
2402,31,3,M,T,no,1750,yes,no,T,14,may,90,3,-1,0,U,no
2403,56,3,M,P,no,772,yes,no,T,20,nov,291,1,-1,0,U,no
2404,42,6,M,S,no,1048,yes,no,T,6,feb,23,2,-1,0,U,no
2405,52,7,M,P,no,592,no,no,C,21,jul,122,2,-1,0,U,no
2406,40,6,M,S,no,0,yes,yes,C,26,jul,105,2,172,1,F,no
2407,36,2,M,S,no,3064,yes,no,T,11,may,1143,4,-1,0,U,no
2408,40,2,M,P,no,33,no,no,U,26,may,70,3,-1,0,U,no
2409,46,4,M,S,no,0,yes,no,C,8,may,264,2,-1,0,U,no
2410,32,8,S,S,no,1649,no,no,C,27,may,204,2,-1,0,U,no
2411,31,10,S,T,no,287,yes,no,C,19,nov,182,1,-1,0,U,no
2412,41,6,D,S,no,0,yes,no,C,17,nov,386,2,-1,0,U,no
2413,58,10,M,P,no,419,no,yes,U,5,jun,295,3,-1,0,U,no
2414,36,2,M,S,no,257,yes,no,C,12,may,86,2,-1,0,U,no
2415,52,6,M,S,no,118,no,no,C,28,aug,16,20,-1,0,U,no
2416,42,3,M,T,no,251,no,no,C,20,aug,413,2,-1,0,U,no
2417,32,3,S,T,no,1731,yes,yes,U,29,may,323,3,-1,0,U,no
2418,62,3,M,T,no,0,no,no,C,13,oct,78,3,-1,0,U,no
2419,31,6,S,T,no,23,no,no,C,25,aug,121,3,-1,0,U,no
2420,41,4,S,S,yes,-386,no,yes,C,20,nov,477,1,-1,0,U,yes
2421,34,5,M,T,no,5498,no,no,C,19,nov,265,1,-1,0,U,no
2422,44,3,S,T,no,5063,no,no,C,27,oct,418,2,-1,0,U,yes
2423,42,4,M,P,no,7041,yes,no,C,28,jul,386,4,-1,0,U,no
2424,37,7,S,S,no,654,no,no,U,19,may,594,2,-1,0,U,no
2425,47,3,M,T,no,1890,no,no,C,8,jul,161,1,-1,0,U,no
2426,32,1,M,S,no,2400,yes,yes,C,5,feb,450,3,-1,0,U,no
2427,46,4,M,S,no,519,yes,no,C,25,aug,217,6,-1,0,U,no
2428,39,6,S,T,no,1190,no,no,C,8,aug,136,1,-1,0,U,no
2429,28,2,S,S,no,229,yes,no,U,9,may,322,1,-1,0,U,no
2430,26,9,S,S,no,203,no,no,C,16,nov,104,1,196,1,F,no
2431,52,6,M,S,no,1818,no,yes,C,17,nov,189,2,111,4,F,no
2432,42,1,M,S,no,1289,no,no,C,15,jul,250,4,415,2,F,yes
2433,33,6,D,T,no,39,no,no,C,19,aug,123,5,-1,0,U,no
2434,73,11,M,P,no,796,no,no,C,23,oct,427,1,182,2,F,yes
2435,35,8,S,S,no,57,no,yes,C,8,jul,632,2,-1,0,U,no
2436,40,3,M,T,no,1548,yes,no,C,13,apr,101,3,-1,0,U,no
2437,51,6,M,S,no,117,no,no,C,24,aug,467,2,88,4,O,yes
2438,37,8,S,S,no,0,yes,no,C,16,apr,640,2,-1,0,U,no
2439,39,3,M,T,no,691,yes,yes,C,16,apr,517,1,255,1,F,no
2440,28,4,M,S,no,64,yes,no,U,13,may,160,3,-1,0,U,no
2441,49,6,D,T,no,0,yes,no,C,12,jun,177,3,-1,0,U,no
2442,36,8,M,S,no,957,yes,no,U,21,may,206,1,-1,0,U,no
2443,45,6,M,S,no,118,yes,no,U,7,may,208,2,-1,0,U,no
2444,29,6,S,T,no,218,yes,no,C,12,apr,169,1,-1,0,U,no
2445,35,3,M,S,no,724,yes,no,C,14,jul,287,2,415,1,F,yes
2446,35,10,M,T,no,20,yes,yes,C,17,jul,505,3,-1,0,U,no
2447,30,4,M,S,no,-28,yes,no,C,18,may,284,2,371,1,F,no
2448,46,4,M,P,no,665,no,no,C,30,jan,89,4,235,2,F,no
2449,25,9,S,T,no,5,no,no,C,29,sep,138,1,-1,0,U,no
2450,36,3,M,T,no,925,no,no,C,14,dec,321,3,189,4,S,yes
2451,42,4,M,P,no,2519,yes,no,U,15,may,262,4,-1,0,U,no
2452,57,8,M,S,no,3927,no,no,C,13,oct,61,1,-1,0,U,no
2453,42,3,D,T,no,401,yes,no,C,24,jul,217,9,-1,0,U,no
2454,29,3,M,T,no,581,yes,yes,C,14,jul,192,2,-1,0,U,no
2455,36,6,M,T,no,1327,no,no,C,29,oct,174,2,-1,0,U,no
2456,31,1,M,S,no,3242,no,no,U,25,jun,292,2,-1,0,U,no
2457,59,6,M,P,no,3163,yes,no,U,29,may,240,2,-1,0,U,no
2458,50,1,D,S,no,32,no,no,C,4,aug,282,2,-1,0,U,no
2459,47,8,M,S,no,310,yes,yes,T,14,aug,128,6,-1,0,U,no
2460,46,10,M,P,no,0,no,no,T,2,feb,161,1,-1,0,U,no
2461,26,4,S,P,no,155,yes,no,C,29,jan,291,1,244,4,F,no
2462,31,2,S,S,no,11386,yes,no,C,20,nov,356,1,-1,0,U,no
2463,30,2,M,T,no,1380,yes,no,U,21,may,294,2,-1,0,U,no
2464,47,4,S,U,no,2443,no,no,U,18,jun,422,1,-1,0,U,no
2465,23,6,S,T,no,1129,yes,no,U,28,may,806,1,-1,0,U,yes
2466,44,1,S,P,no,4232,no,no,U,16,jun,227,1,-1,0,U,no
2467,42,5,M,S,no,5564,no,no,C,17,nov,560,2,-1,0,U,no
2468,32,2,S,S,no,-402,yes,no,C,17,apr,135,1,-1,0,U,no
2469,28,8,S,S,no,1323,yes,no,U,3,jun,361,1,-1,0,U,no
2470,57,11,M,P,no,1623,yes,yes,C,18,jul,246,1,-1,0,U,no
2471,38,6,M,T,no,1042,yes,no,C,4,feb,419,2,-1,0,U,no
2472,22,9,S,S,no,2488,no,no,C,8,nov,449,2,38,10,O,yes
2473,54,8,M,S,no,865,yes,no,C,17,nov,71,1,-1,0,U,no
2474,32,6,M,T,no,-1053,yes,no,C,21,jul,357,3,-1,0,U,no
2475,32,3,M,T,no,1667,yes,no,C,18,nov,164,2,179,3,F,no
2476,59,8,D,S,no,975,yes,no,U,15,may,263,4,-1,0,U,no
2477,45,6,M,S,no,2571,no,no,U,18,jun,146,2,-1,0,U,no
2478,53,12,M,P,no,732,no,no,C,27,oct,759,2,-1,0,U,yes
2479,50,8,D,S,no,769,no,no,C,28,jul,72,2,363,4,F,no
2480,34,6,M,S,no,-136,yes,yes,C,12,aug,131,2,-1,0,U,no
2481,35,8,D,S,no,3636,no,yes,C,21,nov,808,2,-1,0,U,yes
2482,30,3,M,T,no,931,no,no,C,17,jul,1183,1,-1,0,U,no
2483,62,10,M,S,no,565,no,no,C,4,sep,123,3,-1,0,U,no
2484,40,4,M,S,no,271,yes,no,U,29,may,483,2,-1,0,U,no
2485,26,5,S,T,no,1153,no,no,C,4,may,238,3,-1,0,U,no
2486,34,3,M,T,no,-73,yes,no,C,11,jul,90,1,-1,0,U,no
2487,50,12,M,U,no,558,no,no,C,9,jul,464,1,683,6,F,yes
2488,31,12,D,T,no,137,no,no,C,22,aug,385,9,-1,0,U,no
2489,35,6,M,S,no,700,yes,no,U,23,may,240,2,-1,0,U,no
2490,55,11,M,P,no,-966,no,yes,C,14,may,104,1,-1,0,U,no
2491,34,8,M,S,no,96,no,no,C,29,aug,109,2,-1,0,U,no
2492,58,11,M,P,no,4007,no,no,C,30,nov,598,4,-1,0,U,no
2493,50,3,S,T,no,567,yes,no,U,16,may,274,8,-1,0,U,no
2494,31,6,S,S,no,40,no,no,C,7,aug,123,2,-1,0,U,no
2495,47,8,D,S,no,136,no,yes,C,23,jul,70,1,-1,0,U,no
2496,38,5,S,T,no,917,yes,no,U,23,may,260,1,-1,0,U,no
2497,46,3,S,T,no,593,yes,no,C,29,jan,190,3,-1,0,U,no
2498,42,4,M,P,no,505,yes,no,U,14,may,521,2,-1,0,U,no
2499,34,4,M,S,no,2542,yes,no,C,14,may,228,1,-1,0,U,no
2500,37,3,M,T,no,5355,no,no,T,17,feb,466,4,-1,0,U,yes
2501,38,9,S,T,no,807,no,no,C,27,feb,74,2,-1,0,U,no
2502,59,11,M,S,no,9976,yes,no,U,29,may,57,2,-1,0,U,no
2503,32,8,M,S,no,0,no,no,C,30,jan,119,3,-1,0,U,no
2504,55,3,M,T,no,540,no,no,C,19,nov,124,2,-1,0,U,no
2505,35,4,M,S,no,280,yes,yes,C,31,jul,65,50,-1,0,U,no
2506,56,3,D,T,no,-59,no,yes,C,28,jul,127,6,-1,0,U,no
2507,27,8,M,S,yes,-517,yes,no,C,14,jul,172,3,-1,0,U,no
2508,42,1,S,S,no,2613,yes,no,C,30,jul,174,6,-1,0,U,no
2509,42,9,M,U,no,-7,no,no,T,31,jul,41,6,-1,0,U,no
2510,41,4,M,P,no,0,yes,no,U,30,may,232,3,-1,0,U,no
2511,53,11,D,S,yes,-200,no,yes,U,6,jun,161,1,-1,0,U,no
2512,67,11,M,P,no,2301,no,no,C,16,apr,124,1,-1,0,U,no
2513,53,10,M,P,no,104,no,yes,U,5,jun,701,1,-1,0,U,yes
2514,33,4,M,P,no,191,yes,no,U,9,may,162,2,-1,0,U,no
2515,31,6,S,U,no,694,yes,no,U,6,jun,431,2,-1,0,U,no
2516,31,8,M,S,no,212,yes,no,C,18,jul,191,3,-1,0,U,no
2517,30,3,M,T,no,1882,yes,no,C,11,aug,249,5,-1,0,U,no
2518,48,4,M,U,no,131,yes,no,U,6,may,189,1,-1,0,U,no
2519,30,6,S,S,no,175,no,no,C,25,aug,167,4,-1,0,U,no
2520,43,6,S,T,yes,0,no,no,C,29,aug,73,4,-1,0,U,no
2521,38,3,D,T,no,4425,yes,no,U,30,may,162,1,-1,0,U,no
2522,46,1,M,S,no,3533,yes,no,C,12,aug,235,2,-1,0,U,no
2523,59,4,D,S,no,3573,no,no,C,15,may,44,1,-1,0,U,no
2524,44,3,D,T,no,476,yes,yes,U,26,may,127,2,-1,0,U,no
2525,35,4,M,S,no,1257,yes,no,C,20,apr,93,3,329,7,F,no
2526,55,4,M,U,no,23,no,no,C,30,jan,143,1,2,3,O,no
2527,39,3,S,T,no,0,yes,no,C,16,apr,81,2,-1,0,U,no
2528,36,2,S,S,no,398,yes,yes,U,17,jun,77,2,-1,0,U,no
2529,33,4,M,S,no,745,yes,no,U,23,may,115,4,-1,0,U,no
2530,48,3,S,T,no,8106,no,no,U,17,nov,125,1,111,3,F,no
2531,33,3,S,T,no,0,no,no,C,19,aug,53,4,-1,0,U,no
2532,67,11,M,U,no,696,no,no,T,4,may,77,2,-1,0,U,no
2533,48,1,D,S,no,1266,yes,no,T,3,feb,45,1,-1,0,U,no
2534,57,3,M,T,no,2416,no,no,C,11,aug,74,2,-1,0,U,no
2535,31,10,M,P,no,25,no,no,C,21,aug,169,5,-1,0,U,no
2536,30,9,S,T,no,7513,no,no,C,11,aug,269,2,-1,0,U,no
2537,56,7,D,P,no,29,no,no,C,29,jan,52,2,227,1,F,no
2538,26,4,M,P,no,5116,yes,no,C,22,jul,246,3,-1,0,U,no
2539,44,3,M,S,no,-1746,yes,no,U,20,jun,218,1,-1,0,U,no
2540,44,6,D,S,no,14,no,no,C,13,nov,167,1,92,1,S,yes
2541,31,3,M,T,no,4148,yes,no,C,21,nov,316,3,99,9,O,yes
2542,47,5,M,U,no,14,yes,no,C,15,may,142,1,-1,0,U,no
2543,30,8,S,S,no,105,yes,no,C,21,nov,75,1,-1,0,U,no
2544,37,3,M,T,no,767,no,yes,C,2,feb,204,1,-1,0,U,no
2545,56,8,D,P,no,0,no,yes,C,10,jul,542,1,-1,0,U,no
2546,43,3,S,S,no,-228,yes,yes,U,16,may,122,2,-1,0,U,no
2547,42,2,M,S,no,508,yes,no,U,30,may,70,1,-1,0,U,no
2548,60,3,M,S,no,725,yes,no,C,8,jul,266,1,-1,0,U,no
2549,34,4,M,U,no,41,yes,no,C,6,may,34,9,-1,0,U,no
2550,34,3,S,T,no,184,no,no,C,22,jul,203,4,-1,0,U,no
2551,41,3,M,T,no,251,no,yes,U,6,jun,85,3,-1,0,U,no
2552,38,3,D,S,no,-17,no,no,C,21,nov,11,4,-1,0,U,no
2553,23,2,M,S,no,-19,yes,no,U,20,jun,13,10,-1,0,U,no
2554,33,3,M,T,no,1064,yes,no,C,13,may,562,1,-1,0,U,yes
2555,36,4,M,S,no,777,yes,no,C,6,may,185,3,-1,0,U,no
2556,49,1,M,T,no,377,no,no,C,22,may,158,1,59,2,F,no
2557,34,8,D,S,no,479,yes,no,C,12,may,515,1,350,5,F,yes
2558,40,6,D,S,no,-375,yes,no,C,13,may,60,5,-1,0,U,no
2559,72,11,M,P,no,796,no,no,C,24,apr,173,2,-1,0,U,no
2560,43,6,M,S,no,17,yes,no,U,16,may,353,4,-1,0,U,no
2561,44,4,M,S,no,1071,yes,no,C,11,may,143,3,357,1,F,no
2562,35,8,M,S,no,0,yes,no,C,20,apr,18,5,-1,0,U,no
2563,46,8,D,S,no,7378,no,no,C,18,nov,466,1,-1,0,U,no
2564,55,8,M,S,no,865,yes,no,C,17,apr,85,1,151,1,F,no
2565,50,6,D,S,no,-701,yes,yes,C,24,jul,148,1,-1,0,U,no
2566,23,4,S,U,no,817,yes,no,C,18,may,123,1,-1,0,U,no
2567,34,9,M,U,no,1387,no,no,C,30,apr,121,1,-1,0,U,no
2568,40,4,M,S,no,0,yes,yes,U,29,may,245,3,-1,0,U,no
2569,61,11,M,S,no,2917,no,no,C,6,oct,215,1,-1,0,U,yes
2570,53,6,M,S,no,4541,yes,no,U,15,may,190,6,-1,0,U,no
2571,57,6,M,S,no,0,no,no,U,13,may,44,1,-1,0,U,no
2572,28,4,M,S,no,4287,no,no,C,30,apr,171,1,-1,0,U,no
2573,25,8,M,S,no,242,yes,no,C,30,jul,62,12,-1,0,U,no
